item_druid,collection_druid,New Work Type,New Subtype 1,New Subtype 2,New Subtype 3,New Subtype 4
yd679sf8114,xm889sd1281,Text,Journal/periodical issue,,,
br499ng2398,xm889sd1281,Text,Journal/periodical issue,,,
jq724wy9856,xm889sd1281,Text,Journal/periodical issue,,,
jn047sr8992,xm889sd1281,Text,Journal/periodical issue,,,
sw057np8165,xm889sd1281,Text,Journal/periodical issue,,,
nq599yh4588,xm889sd1281,Text,Journal/periodical issue,,,
tq416pk1411,xm889sd1281,Text,Journal/periodical issue,,,
hn815zw3077,xm889sd1281,Text,Journal/periodical issue,,,
cv502jy6260,xm889sd1281,Text,Journal/periodical issue,,,
xf410xf2844,xm889sd1281,Text,Journal/periodical issue,,,
tx480zt6533,xm889sd1281,Text,Journal/periodical issue,,,
wm941kn9216,xm889sd1281,Text,Journal/periodical issue,,,
vq631yz5779,xm889sd1281,Text,Journal/periodical issue,,,
qh412kc2362,xm889sd1281,Text,Journal/periodical issue,,,
nq663dd0788,xm889sd1281,Text,Journal/periodical issue,,,
cn875dc9408,xm889sd1281,Text,Journal/periodical issue,,,
wv042qw0489,xm889sd1281,Text,Journal/periodical issue,,,
yk829mr1035,xm889sd1281,Text,Journal/periodical issue,,,
zp281pz3690,xm889sd1281,Text,Journal/periodical issue,,,
ns139rf5407,xm889sd1281,Text,Journal/periodical issue,,,
tp553sz5439,xm889sd1281,Text,Journal/periodical issue,,,
hw943rc1192,xm889sd1281,Text,Journal/periodical issue,,,
sd270ch7564,xm889sd1281,Text,Journal/periodical issue,,,
pq014vw1948,xm889sd1281,Text,Journal/periodical issue,,,
nv321sn4449,xm889sd1281,Text,Journal/periodical issue,,,
tm094wm7309,xm889sd1281,Text,Journal/periodical issue,,,
ng519mf8227,xm889sd1281,Text,Journal/periodical issue,,,
hf129fy0864,xm889sd1281,Text,Journal/periodical issue,,,
th023vb8359,xm889sd1281,Text,Journal/periodical issue,,,
jg324zj2303,xm889sd1281,Text,Journal/periodical issue,,,
vg541yp3616,xm889sd1281,Text,Journal/periodical issue,,,
wp300jj8371,xm889sd1281,Text,Journal/periodical issue,,,
bj204fr8183,xm889sd1281,Text,Journal/periodical issue,,,
vj888ts2266,xm889sd1281,Text,Journal/periodical issue,,,
ws104bj2127,xm889sd1281,Text,Journal/periodical issue,,,
fm786kc4210,xm889sd1281,Text,Journal/periodical issue,,,
yh380tp9426,xm889sd1281,Text,Journal/periodical issue,,,
rj507qg2423,xm889sd1281,Text,Journal/periodical issue,,,
ht529hk3087,xm889sd1281,Text,Journal/periodical issue,,,
xx941jv5034,xm889sd1281,Text,Journal/periodical issue,,,
yb865rt7085,xm889sd1281,Text,Journal/periodical issue,,,
yd136rv9614,xm889sd1281,Text,Journal/periodical issue,,,
hj587ty4019,xm889sd1281,Text,Journal/periodical issue,,,
vp059cc3126,xm889sd1281,Text,Journal/periodical issue,,,
xp524xn8295,xm889sd1281,Text,Journal/periodical issue,,,
zj212dc1452,xm889sd1281,Text,Journal/periodical issue,,,
bh259kw0760,xm889sd1281,Text,Journal/periodical issue,,,
dc220yd9986,xm889sd1281,Text,Journal/periodical issue,,,
hp385ny7420,xm889sd1281,Text,Journal/periodical issue,,,
kf409vv3104,xm889sd1281,Text,Journal/periodical issue,,,
zq710sm7910,xm889sd1281,Text,Journal/periodical issue,,,
bt769zd6859,xm889sd1281,Text,Journal/periodical issue,,,
dg044zk4486,xm889sd1281,Text,Journal/periodical issue,,,
rf179tk9966,xm889sd1281,Text,Journal/periodical issue,,,
xt947zt8214,xm889sd1281,Text,Journal/periodical issue,,,
zr738kv4429,xm889sd1281,Text,Journal/periodical issue,,,
rb797qw9047,xm889sd1281,Text,Journal/periodical issue,,,
vp318zz8418,xm889sd1281,Text,Journal/periodical issue,,,
zm892jz0514,xm889sd1281,Text,Journal/periodical issue,,,
wm673mh7503,xm889sd1281,Text,Journal/periodical issue,,,
yh853hs8684,xm889sd1281,Text,Journal/periodical issue,,,
vh718nh5893,xm889sd1281,Text,Journal/periodical issue,,,
wn334sm2752,xm889sd1281,Text,Journal/periodical issue,,,
jc438dy7451,xm889sd1281,Text,Journal/periodical issue,,,
wn386gj5687,xm889sd1281,Text,Journal/periodical issue,,,
zz972fx0174,xm889sd1281,Text,Journal/periodical issue,,,
tb305wf5309,xm889sd1281,Text,Journal/periodical issue,,,
rp024kr0540,xn104wc7286,Text,,,,
gd770py3231,xn235kn0506,Text,Correspondence,Government document,,
sg438br0250,xn235kn0506,Text,Correspondence,Government document,,
yn985mz2209,xn235kn0506,Text,Correspondence,Government document,,
pw449ny8883,xn235kn0506,Text,Government document,Documentation,,
rg322gr7084,xn235kn0506,Text,Correspondence,Government document,,
sf986gs7320,xn235kn0506,Text,Correspondence,Government document,,
dm163yx0795,xn235kn0506,Text,Correspondence,Government document,,
tp632cy5809,xn235kn0506,Text,Correspondence,Government document,,
nx154vr9500,xn235kn0506,Text,Correspondence,Government document,,
by245yp0726,xn235kn0506,Text,Correspondence,Government document,,
fk493cr1310,xn235kn0506,Text,Correspondence,Government document,,
dr344gn4050,xn235kn0506,Text,Correspondence,Government document,,
bb897qk3019,xn235kn0506,Text,Correspondence,Government document,,
mm457dq7508,xn235kn0506,Text,Correspondence,Government document,,
bk826wj7226,xn235kn0506,Text,Correspondence,Government document,Policy brief,
yz936bg7315,xn235kn0506,Text,Government document,Documentation,,
fd469js9513,xn235kn0506,Text,Correspondence,Government document,,
sm893qv2435,xn235kn0506,Text,Government document,Documentation,,
vb857ts2577,xn235kn0506,Text,Government document,Documentation,,
ds101gb8924,xn235kn0506,Text,Government document,Documentation,,
wx209st4186,xn235kn0506,Text,Government document,Correspondence,,
xn562nj1195,xn235kn0506,Text,Government document,Correspondence,,
wt413vr8040,xn235kn0506,Text,Government document,Correspondence,,
zq646jc7240,xn235kn0506,Text,Government document,Documentation,,
wq974bt0970,xn235kn0506,Text,Government document,Documentation,,
vp017ff7732,xn235kn0506,Text,Government document,Documentation,,
qj103gk7482,xn235kn0506,Text,Correspondence,Government document,,
vj555dg2196,xn235kn0506,Text,Government document,Correspondence,,
qb829gj9511,xn235kn0506,Text,Government document,Correspondence,,
vg414dw1728,xn235kn0506,Text,Government document,Documentation,,
gj036qh8022,xn235kn0506,Text,Correspondence,Government document,,
gd975fh8261,xn235kn0506,Text,Government document,Correspondence,,
pv779rt4759,xs573nh8717,Text,White paper,Conference session,,
qb779jh9716,xs573nh8717,Text,Article,Conference session,,
bn649xc4390,yw263dq8070,Text,Journal/periodical issue,,,
pj275ry7540,zm381kw7359,Text,Interview,Transcript,,
wx775sq0683,rr255gf6892,Text,Report,Documentation,,
rv324yc5503,tz959sb6952,Text,Article,Technical report,,
qt647gg7872,jp429tw5870,Video,Conference session,,,
bg405cn7261,jp429tw5870,Video,Conference session,,,
qv848kx4545,jp429tw5870,Video,Conference session,,,
wp525cy3737,jp429tw5870,Video,Conference session,,,
gx295qj8615,jp429tw5870,Video,Conference session,,,
qb052kj0451,jp429tw5870,Video,Conference session,,,
pr103tf2767,jp429tw5870,Video,Conference session,,,
kv589hn5123,jp429tw5870,Video,Conference session,,,
yv187wv5370,jp429tw5870,Video,Conference session,,,
kq234ry7019,jp429tw5870,Video,Conference session,,,
nd901zk5193,jp429tw5870,Video,Conference session,,,
rz180xn4072,jp429tw5870,Video,Conference session,,,
zb349td2077,jp429tw5870,Video,Conference session,,,
ds987hd4949,mp757fq0674,Video,Documentation,,,
rw354dq6113,pn826mx7934,Video,Animation,Video art,,
ty997vz5847,pn826mx7934,Video,Presentation recording,,,
dg761fg5284,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
md355rj5765,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
sg361wj7375,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
fy930mq3471,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
kb217tv3371,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
by148ps2058,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
kk787tr0076,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
cp958nc0432,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
qm063kk5068,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
wh116jt1350,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
xg286vq1197,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
zv920ct4677,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
zf345mw0282,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
tk433rb2794,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
bg703xw4858,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
vz633xg4736,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
kd607zj7853,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
sc361kk3069,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
mq494nq9225,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
wj957jd3640,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
mz094pj9883,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
cv390bb8682,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
bw315rz7160,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
tn630bz2953,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
pr969xv7838,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
tf712tw2002,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
yy510cr5010,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
zq446pv3381,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
rq525dh3483,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
gr943cs3929,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
db777fc8759,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
yx461rv8127,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
wf032zr4101,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
hb695rx7815,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
pp200hm2958,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
rj030ns4688,yw836rh9143,Video,Presentation recording,Unedited recording,Speech,
,,,,,,
ny703sg0564,vw848pw8430,Music,Sound,,,
